document,topic,gamma,outlet,date
text2,1,0.3667261363645151,breitbart,2018-10-01
text78,1,0.4987770080238538,breitbart,2018-10-01
text90,1,0.6073904829694482,breitbart,2018-10-01
text41,2,0.9208400997638772,breitbart,2018-10-01
text4624,2,0.8071615876637981,foxnews,2018-10-01
text4633,2,0.28150313568921415,foxnews,2018-10-01
text4636,2,0.8156081121008012,foxnews,2018-10-01
text4650,2,0.7551035872439015,foxnews,2018-10-01
text4677,2,0.6550483595470138,foxnews,2018-10-01
text12538,2,0.2897780244085644,nytimes,2018-10-01
text125,3,0.2810041270223892,breitbart,2018-10-01
text4644,3,0.5828205082160915,foxnews,2018-10-01
text4657,3,0.5856443464011666,foxnews,2018-10-01
text4717,3,0.8532392211678304,foxnews,2018-10-01
text12537,3,0.5125783449677868,nytimes,2018-10-01
text12611,3,0.41674161687066347,nytimes,2018-10-01
text15,4,0.22909873233082992,breitbart,2018-10-01
text12543,4,0.3910990923281909,nytimes,2018-10-01
text12618,4,0.24832447167357985,nytimes,2018-10-01
text4620,6,0.2772397557784081,foxnews,2018-10-01
text12592,7,0.1988903285253748,nytimes,2018-10-01
text38,8,0.2642930640001485,breitbart,2018-10-01
text4652,8,0.2779609463583354,foxnews,2018-10-01
text48,10,0.3733026698189278,breitbart,2018-10-01
text121,11,0.4696796707418207,breitbart,2018-10-01
text12617,11,0.3106549859744018,nytimes,2018-10-01
text4768,12,0.2042827755228541,foxnews,2018-10-01
text4803,12,0.5395045686724848,foxnews,2018-10-01
text12625,12,0.23215532715001877,nytimes,2018-10-01
text4708,13,0.2477718398103473,foxnews,2018-10-01
text117,1,0.5024185520084198,breitbart,2018-10-02
text170,1,0.5332997169938256,breitbart,2018-10-02
text4692,2,0.5522067450232591,foxnews,2018-10-02
text4774,2,0.2720680383993021,foxnews,2018-10-02
text4791,2,0.6564069528292719,foxnews,2018-10-02
text4805,2,0.5703470145484076,foxnews,2018-10-02
text12654,2,0.34656233404449066,nytimes,2018-10-02
text12692,2,0.5555715066327677,nytimes,2018-10-02
text4686,3,0.37525811962411415,foxnews,2018-10-02
text5114,3,0.1908856304102241,foxnews,2018-10-02
text12564,3,0.5140944230429562,nytimes,2018-10-02
text12691,3,0.21410149415029672,nytimes,2018-10-02
text12748,3,0.35607686843557923,nytimes,2018-10-02
text18859,3,0.29361812409565236,wallstreetjournal,2018-10-02
text12572,4,0.42499936691604273,nytimes,2018-10-02
text4715,6,0.3731839023995397,foxnews,2018-10-02
text103,9,0.5621906855767427,breitbart,2018-10-02
text144,10,0.18940318909442527,breitbart,2018-10-02
text187,10,0.2816706306324896,breitbart,2018-10-02
text4808,10,0.24523610237622856,foxnews,2018-10-02
text12735,10,0.37378229580472805,nytimes,2018-10-02
text12623,12,0.4405034775678979,nytimes,2018-10-02
text12666,12,0.41812470529726325,nytimes,2018-10-02
text66,13,0.1910967711918585,breitbart,2018-10-02
text4842,14,0.3105730677895947,foxnews,2018-10-02
text4909,14,0.6469013507002535,foxnews,2018-10-02
text4954,14,0.576643883065295,foxnews,2018-10-02
text4955,14,0.37562587676869397,foxnews,2018-10-02
text211,1,0.6122358938889049,breitbart,2018-10-03
text313,1,0.8191564495008029,breitbart,2018-10-03
text4863,1,0.30520284711335594,foxnews,2018-10-03
text265,2,0.6004873125632592,breitbart,2018-10-03
text4900,2,0.2695509581168538,foxnews,2018-10-03
text4912,2,0.5668247682613918,foxnews,2018-10-03
text4924,2,0.514356661042883,foxnews,2018-10-03
text4933,2,0.8443503208027813,foxnews,2018-10-03
text4940,2,0.32220505273450945,foxnews,2018-10-03
text5120,2,0.750782742379079,foxnews,2018-10-03
text5135,2,0.7807635665438533,foxnews,2018-10-03
text5136,2,0.7625602992544928,foxnews,2018-10-03
text12764,2,0.28718769883431605,nytimes,2018-10-03
text12827,2,0.6212127779608682,nytimes,2018-10-03
text4843,3,0.34037419053123424,foxnews,2018-10-03
text4891,3,0.3337935009207812,foxnews,2018-10-03
text12730,3,0.3589759062859351,nytimes,2018-10-03
text12851,3,0.5111551430896469,nytimes,2018-10-03
text12946,3,0.5152833876813381,nytimes,2018-10-03
text18963,3,0.9180567540603867,wallstreetjournal,2018-10-03
text12715,4,0.5336841034071677,nytimes,2018-10-03
text4925,10,0.23467540780372365,foxnews,2018-10-03
text4943,10,0.558423090309916,foxnews,2018-10-03
text12657,10,0.2642345293529336,nytimes,2018-10-03
text12839,10,0.40562383881153374,nytimes,2018-10-03
text4860,12,0.23894423803591458,foxnews,2018-10-03
text4893,12,0.2638774534257495,foxnews,2018-10-03
text5034,12,0.2465845950629257,foxnews,2018-10-03
text312,1,0.8135433195895055,breitbart,2018-10-04
text276,2,0.5120432697752303,breitbart,2018-10-04
text284,2,0.3816711004430666,breitbart,2018-10-04
text427,2,0.7289600022097927,breitbart,2018-10-04
text5011,2,0.44286266886663933,foxnews,2018-10-04
text5012,2,0.4913307183208657,foxnews,2018-10-04
text5028,2,0.5743565272336544,foxnews,2018-10-04
text5032,2,0.2707320036859211,foxnews,2018-10-04
text5039,2,0.3268436758425334,foxnews,2018-10-04
text5112,2,0.24853086058907012,foxnews,2018-10-04
text5124,2,0.4919912757456137,foxnews,2018-10-04
text5134,2,0.4600817796532746,foxnews,2018-10-04
text12796,2,0.44030367954358296,nytimes,2018-10-04
text12941,2,0.3748696838741234,nytimes,2018-10-04
text12944,2,0.36941373568786334,nytimes,2018-10-04
text12781,3,0.4139271602077479,nytimes,2018-10-04
text12824,3,0.2880788301384917,nytimes,2018-10-04
text12901,3,0.2142819965102537,nytimes,2018-10-04
text13032,3,0.6133074270012568,nytimes,2018-10-04
text13078,3,0.8179854015717248,nytimes,2018-10-04
text12757,4,0.2613864001472676,nytimes,2018-10-04
text12904,4,0.2140229032544824,nytimes,2018-10-04
text12849,8,0.519165954909406,nytimes,2018-10-04
text5273,9,0.2883656035500541,foxnews,2018-10-04
text12826,9,0.38530213752108305,nytimes,2018-10-04
text5080,10,0.44782384541387993,foxnews,2018-10-04
text5175,10,0.26070617042439004,foxnews,2018-10-04
text12857,11,0.44295029142625425,nytimes,2018-10-04
text12920,11,0.40518056982609685,nytimes,2018-10-04
text5068,12,0.4509389979225604,foxnews,2018-10-04
text5021,14,0.2294940152558624,foxnews,2018-10-04
text5078,14,0.35613886460586874,foxnews,2018-10-04
text5126,14,0.47764207173917883,foxnews,2018-10-04
text5199,14,0.27921371749144136,foxnews,2018-10-04
text12905,14,0.3329576633427869,nytimes,2018-10-04
text5221,2,0.5451224302659332,foxnews,2018-10-05
text5225,2,0.4202067905994763,foxnews,2018-10-05
text5233,2,0.3011370343656885,foxnews,2018-10-05
text5274,2,0.5927883055353212,foxnews,2018-10-05
text5275,2,0.6383408311174114,foxnews,2018-10-05
text5301,2,0.4262197574215408,foxnews,2018-10-05
text5362,2,0.37039798208302965,foxnews,2018-10-05
text5372,2,0.5001103206872792,foxnews,2018-10-05
text12954,2,0.4482488025608594,nytimes,2018-10-05
text12969,2,0.24649149921618232,nytimes,2018-10-05
text5286,3,0.43212171455811477,foxnews,2018-10-05
text5462,3,0.4681859979876446,foxnews,2018-10-05
text12878,3,0.335123339933518,nytimes,2018-10-05
text12886,3,0.5065973829771927,nytimes,2018-10-05
text13097,3,0.708470963385651,nytimes,2018-10-05
text12852,4,0.26920772527386777,nytimes,2018-10-05
text12996,4,0.25455662486305425,nytimes,2018-10-05
text398,6,0.3885168973547621,breitbart,2018-10-05
text5204,6,0.3145496634247066,foxnews,2018-10-05
text12911,6,0.38432885095168096,nytimes,2018-10-05
text446,8,0.46991308906389734,breitbart,2018-10-05
text12863,8,0.415325224920346,nytimes,2018-10-05
text493,9,0.38248341930934193,breitbart,2018-10-05
text557,9,0.41509031269688357,breitbart,2018-10-05
text353,10,0.26247499760239995,breitbart,2018-10-05
text5296,10,0.4790485572578432,foxnews,2018-10-05
text5334,10,0.1818716564074195,foxnews,2018-10-05
text12856,11,0.33692058659415214,nytimes,2018-10-05
text12915,11,0.21535609642378287,nytimes,2018-10-05
text340,12,0.375847974921016,breitbart,2018-10-05
text405,12,0.25902941158869874,breitbart,2018-10-05
text460,12,0.3332990936276434,breitbart,2018-10-05
text5278,12,0.461447346627518,foxnews,2018-10-05
text12869,12,0.4592485917412849,nytimes,2018-10-05
text12899,12,0.3188478290771105,nytimes,2018-10-05
text12994,12,0.3147678093671247,nytimes,2018-10-05
text494,13,0.1847869008641657,breitbart,2018-10-05
text5217,13,0.34063734728684764,foxnews,2018-10-05
text5309,13,0.2613558020299375,foxnews,2018-10-05
text5389,13,0.33560919062760464,foxnews,2018-10-05
text12982,13,0.3784625751562565,nytimes,2018-10-05
text5220,14,0.5450037888945476,foxnews,2018-10-05
text5269,14,0.40313818931258827,foxnews,2018-10-05
text5344,14,0.4491743251201224,foxnews,2018-10-05
text547,1,0.6308697861833619,breitbart,2018-10-06
text5317,2,0.37273185715924184,foxnews,2018-10-06
text5353,2,0.4392007796395711,foxnews,2018-10-06
text12993,2,0.37244507001447247,nytimes,2018-10-06
text5316,3,0.7309128260348615,foxnews,2018-10-06
text5326,3,0.8152461141855003,foxnews,2018-10-06
text13038,3,0.2569658042878247,nytimes,2018-10-06
text13044,3,0.8251151442094841,nytimes,2018-10-06
text555,6,0.22548423113903845,breitbart,2018-10-06
text12964,8,0.49381795388950284,nytimes,2018-10-06
text450,9,0.41349576374806457,breitbart,2018-10-06
text12968,11,0.4878647760707214,nytimes,2018-10-06
text5329,13,0.36962035772040963,foxnews,2018-10-06
text12981,13,0.39883747345742276,nytimes,2018-10-06
text13010,13,0.234028664286446,nytimes,2018-10-06
text5303,14,0.3103300386504377,foxnews,2018-10-06
text5333,14,0.43455640742960455,foxnews,2018-10-06
text5339,14,0.32012702766745393,foxnews,2018-10-06
text5390,14,0.5355464040067629,foxnews,2018-10-06
text12974,14,0.4416239390678285,nytimes,2018-10-06
text569,1,0.2501718523457775,breitbart,2018-10-07
text601,1,0.7820057160723287,breitbart,2018-10-07
text18091,1,0.33809457340395227,thinkprogress,2018-10-07
text5494,2,0.5900133347208384,foxnews,2018-10-07
text19102,2,0.474003390887029,wallstreetjournal,2018-10-07
text13096,4,0.27058762228080313,nytimes,2018-10-07
text526,8,0.3153491967556685,breitbart,2018-10-07
text595,8,0.5774929522534007,breitbart,2018-10-07
text600,8,0.39757265400742053,breitbart,2018-10-07
text5404,8,0.3744338947489572,foxnews,2018-10-07
text589,9,0.42934833269825234,breitbart,2018-10-07
text690,9,0.2920147725780405,breitbart,2018-10-07
text13094,9,0.27737604974309593,nytimes,2018-10-07
text13093,11,0.4806510221088878,nytimes,2018-10-07
text13121,14,0.2312946237553513,nytimes,2018-10-07
text13258,2,0.5751200627309114,nytimes,2018-10-08
text13189,3,0.45510110194070524,nytimes,2018-10-08
text13138,10,0.22881462668572308,nytimes,2018-10-08
text13232,13,0.5459189383972618,nytimes,2018-10-08
text13279,13,0.3067235506013732,nytimes,2018-10-08
text13157,1,0.2871816602440872,nytimes,2018-10-09
text13202,2,0.48249146141753835,nytimes,2018-10-09
text13182,4,0.2243566170534728,nytimes,2018-10-09
text13197,14,0.4739949565873564,nytimes,2018-10-09
text15624,3,0.4315742491716625,nytimes,2018-10-10
text13358,11,0.36396167221579007,nytimes,2018-10-11
text13290,3,0.22237097537752828,nytimes,2018-10-12
text14006,3,0.2975657501399668,nytimes,2018-10-12
text5667,10,0.49884843256919337,foxnews,2018-10-12
text13295,11,0.296803936516716,nytimes,2018-10-12
text5591,6,0.4679295637087355,foxnews,2018-10-13
text13398,11,0.40259655977747216,nytimes,2018-10-13
text13447,11,0.31869866313807166,nytimes,2018-10-13
text5643,12,0.3484533940839713,foxnews,2018-10-13
text13190,12,0.26431526868917304,nytimes,2018-10-13
text13254,12,0.33963569737521654,nytimes,2018-10-13
text654,1,0.42499160323810603,breitbart,2018-10-14
text663,2,0.48940738994882593,breitbart,2018-10-14
text5682,2,0.6257460586017083,foxnews,2018-10-14
text13271,3,0.1981344803658504,nytimes,2018-10-14
text13341,9,0.3177020296216276,nytimes,2018-10-14
text650,10,0.4306519326486151,breitbart,2018-10-14
text5679,12,0.32528646790018206,foxnews,2018-10-14
text640,1,0.698314984629156,breitbart,2018-10-15
text642,1,0.6667874960565052,breitbart,2018-10-15
text646,1,0.4918073171243731,breitbart,2018-10-15
text757,2,0.3156328820465166,breitbart,2018-10-15
text5497,2,0.35190320014498117,foxnews,2018-10-15
text5644,2,0.4374785600917687,foxnews,2018-10-15
text13378,2,0.5900141807809469,nytimes,2018-10-15
text13171,3,0.6514347117833702,nytimes,2018-10-15
text13329,3,0.6126269448256803,nytimes,2018-10-15
text13420,3,0.2813824662870151,nytimes,2018-10-15
text13656,3,0.6870746233388265,nytimes,2018-10-15
text14162,3,0.2725985837873208,nytimes,2018-10-15
text5552,6,0.5035989243318412,foxnews,2018-10-15
text18115,6,0.31272604561449224,thinkprogress,2018-10-15
text608,8,0.27233657316632937,breitbart,2018-10-15
text612,9,0.3471279063228514,breitbart,2018-10-15
text13140,9,0.28153201201636496,nytimes,2018-10-15
text13339,9,0.26357955824141993,nytimes,2018-10-15
text14055,9,0.26357955824141993,nytimes,2018-10-15
text18106,9,0.2423075216245418,thinkprogress,2018-10-15
text5508,10,0.6584111790990136,foxnews,2018-10-15
text5530,10,0.4708407712984437,foxnews,2018-10-15
text759,12,0.3482870514172031,breitbart,2018-10-15
text5609,12,0.34662242355482187,foxnews,2018-10-15
text5725,12,0.5003389026318471,foxnews,2018-10-15
text13255,12,0.37654073120762976,nytimes,2018-10-15
text13428,12,0.3169574712985783,nytimes,2018-10-15
text5533,13,0.43844149335550875,foxnews,2018-10-15
text5569,13,0.2227664058935758,foxnews,2018-10-15
text5645,14,0.4435544386993309,foxnews,2018-10-15
text778,1,0.6041815542634388,breitbart,2018-10-16
text781,1,0.43469205838784836,breitbart,2018-10-16
text5719,2,0.5298146190122193,foxnews,2018-10-16
text5814,2,0.6049771415446307,foxnews,2018-10-16
text13537,2,0.5389197020341724,nytimes,2018-10-16
text18133,2,0.2913523919016237,thinkprogress,2018-10-16
text5863,3,0.7163324918675938,foxnews,2018-10-16
text13301,3,0.31513839707184793,nytimes,2018-10-16
text13307,3,0.2798655362947734,nytimes,2018-10-16
text13320,3,0.33892006971327077,nytimes,2018-10-16
text13330,3,0.46074573178696693,nytimes,2018-10-16
text13545,3,0.8321674340052996,nytimes,2018-10-16
text14018,3,0.2840444738777166,nytimes,2018-10-16
text5775,4,0.44891853074923105,foxnews,2018-10-16
text13300,4,0.25834955643424395,nytimes,2018-10-16
text13389,4,0.6474700950639785,nytimes,2018-10-16
text13467,6,0.2713410556457945,nytimes,2018-10-16
text14011,6,0.28057407279758406,nytimes,2018-10-16
text13522,9,0.22826950470821092,nytimes,2018-10-16
text734,10,0.295215866453992,breitbart,2018-10-16
text835,10,0.3135165089083496,breitbart,2018-10-16
text5711,10,0.6387301457823589,foxnews,2018-10-16
text825,11,0.28548674207960395,breitbart,2018-10-16
text758,12,0.3880782945730041,breitbart,2018-10-16
text13380,12,0.37432599052375515,nytimes,2018-10-16
text13476,12,0.47727261467999493,nytimes,2018-10-16
text952,1,0.703586157962059,breitbart,2018-10-17
text961,2,0.36794221653511605,breitbart,2018-10-17
text5843,2,0.9308512207908048,foxnews,2018-10-17
text5922,2,0.44752724765056084,foxnews,2018-10-17
text5927,2,0.8264533161182377,foxnews,2018-10-17
text5931,2,0.41434529804078213,foxnews,2018-10-17
text5961,2,0.645134673888625,foxnews,2018-10-17
text5962,2,0.9130000484002228,foxnews,2018-10-17
text5989,2,0.3732693454629949,foxnews,2018-10-17
text13462,2,0.41515096195830664,nytimes,2018-10-17
text6024,3,0.5061183736053496,foxnews,2018-10-17
text13471,3,0.5580023918530168,nytimes,2018-10-17
text13513,3,0.8065151750516225,nytimes,2018-10-17
text13637,3,0.8597600621792943,nytimes,2018-10-17
text13693,3,0.5505771015770747,nytimes,2018-10-17
text13715,3,0.5347153668407095,nytimes,2018-10-17
text13724,3,0.6627966101631355,nytimes,2018-10-17
text19315,3,0.3411338441822676,wallstreetjournal,2018-10-17
text13500,4,0.3902560505833775,nytimes,2018-10-17
text13608,4,0.42965892923104326,nytimes,2018-10-17
text836,6,0.23250597478296492,breitbart,2018-10-17
text849,6,0.2815324220878214,breitbart,2018-10-17
text839,8,0.457971207802081,breitbart,2018-10-17
text6169,8,0.4298992246462703,foxnews,2018-10-17
text13464,8,0.2105310981731457,nytimes,2018-10-17
text14009,8,0.2105310981731457,nytimes,2018-10-17
text6135,10,0.31809435078980713,foxnews,2018-10-17
text13477,10,0.389925433081861,nytimes,2018-10-17
text6055,11,0.433322156821117,foxnews,2018-10-17
text13585,11,0.43542678422351055,nytimes,2018-10-17
text13652,11,0.5549379063591876,nytimes,2018-10-17
text14038,11,0.43542678422351055,nytimes,2018-10-17
text18176,11,0.3478217629468484,thinkprogress,2018-10-17
text13460,12,0.6715793188599749,nytimes,2018-10-17
text13539,12,0.37579466070708034,nytimes,2018-10-17
text18146,14,0.19765550431910595,thinkprogress,2018-10-17
text898,1,0.6615762362014167,breitbart,2018-10-18
text932,1,0.7722638771709766,breitbart,2018-10-18
text991,1,0.553675545685423,breitbart,2018-10-18
text1088,2,0.3674896802688535,breitbart,2018-10-18
text6048,2,0.6424989522662972,foxnews,2018-10-18
text6068,2,0.4505191772678291,foxnews,2018-10-18
text6087,2,0.30355418604486745,foxnews,2018-10-18
text6125,2,0.39416235572942376,foxnews,2018-10-18
text6136,2,0.417174071971553,foxnews,2018-10-18
text6202,2,0.45115409258949274,foxnews,2018-10-18
text941,3,0.4002801430262553,breitbart,2018-10-18
text6057,3,0.3395269120413307,foxnews,2018-10-18
text6159,3,0.23610522770017459,foxnews,2018-10-18
text6278,3,0.4717150108988186,foxnews,2018-10-18
text13640,3,0.23521785795783562,nytimes,2018-10-18
text13839,3,0.7622682416569285,nytimes,2018-10-18
text13646,4,0.3897355100957446,nytimes,2018-10-18
text13709,4,0.26366347110734345,nytimes,2018-10-18
text6313,6,0.33447412256619996,foxnews,2018-10-18
text993,8,0.24378943417857163,breitbart,2018-10-18
text995,9,0.6025852720722578,breitbart,2018-10-18
text1038,9,0.430751850317526,breitbart,2018-10-18
text18173,9,0.3284704030503328,thinkprogress,2018-10-18
text943,10,0.24607588393799543,breitbart,2018-10-18
text1036,10,0.4460757846371832,breitbart,2018-10-18
text6153,10,0.536571245476444,foxnews,2018-10-18
text1043,11,0.2765170460215492,breitbart,2018-10-18
text1074,11,0.476694773695871,breitbart,2018-10-18
text6086,11,0.28104169235951265,foxnews,2018-10-18
text18171,11,0.6353170600462656,thinkprogress,2018-10-18
text6032,12,0.4099852560720132,foxnews,2018-10-18
text6115,12,0.19850001191945,foxnews,2018-10-18
text6130,12,0.25572101111118306,foxnews,2018-10-18
text6312,12,0.46676418023970523,foxnews,2018-10-18
text13736,12,0.46868899948933607,nytimes,2018-10-18
text13565,13,0.3805821673316387,nytimes,2018-10-18
text14002,13,0.3752772694049215,nytimes,2018-10-18
text6107,14,0.7173172149884295,foxnews,2018-10-18
text1085,1,0.7738089688311242,breitbart,2018-10-19
text6174,2,0.6522233523754762,foxnews,2018-10-19
text6205,2,0.47730444522548204,foxnews,2018-10-19
text6321,2,0.6642032666185945,foxnews,2018-10-19
text1120,3,0.764757898972839,breitbart,2018-10-19
text6194,3,0.6001096354375226,foxnews,2018-10-19
text6240,3,0.3099154420584379,foxnews,2018-10-19
text6392,3,0.7321811200749948,foxnews,2018-10-19
text13857,3,0.7096366546556043,nytimes,2018-10-19
text13873,3,0.6172883366834979,nytimes,2018-10-19
text13915,3,0.6725523929822824,nytimes,2018-10-19
text14034,3,0.8110865975670303,nytimes,2018-10-19
text14067,3,0.3939839415873907,nytimes,2018-10-19
text13700,4,0.33186351915231693,nytimes,2018-10-19
text19438,4,0.20786341326965496,wallstreetjournal,2018-10-19
text987,6,0.29711928130196225,breitbart,2018-10-19
text1079,6,0.4839685597110884,breitbart,2018-10-19
text18185,6,0.3744918022911613,thinkprogress,2018-10-19
text6266,7,0.20585608487940033,foxnews,2018-10-19
text994,9,0.5478781256345671,breitbart,2018-10-19
text1023,9,0.4121726505048483,breitbart,2018-10-19
text1153,9,0.45638394008647326,breitbart,2018-10-19
text6289,9,0.4297112130238307,foxnews,2018-10-19
text6293,9,0.4399644551157451,foxnews,2018-10-19
text13745,9,0.26761177432252065,nytimes,2018-10-19
text13815,9,0.326369147053742,nytimes,2018-10-19
text1178,10,0.2574238050152906,breitbart,2018-10-19
text6301,11,0.5929655651412874,foxnews,2018-10-19
text13664,11,0.6699055606702717,nytimes,2018-10-19
text13800,11,0.21600990279535495,nytimes,2018-10-19
text13997,11,0.6400650094716286,nytimes,2018-10-19
text6191,12,0.5204009529595699,foxnews,2018-10-19
text6379,13,0.39603738141448885,foxnews,2018-10-19
text6251,14,0.5853731929547451,foxnews,2018-10-19
text6258,14,0.534270969275773,foxnews,2018-10-19
text13803,14,0.2194464063167913,nytimes,2018-10-19
text13825,14,0.5065074178297793,nytimes,2018-10-19
text1195,1,0.5809879205508317,breitbart,2018-10-20
text6349,2,0.46453611640516124,foxnews,2018-10-20
text6422,2,0.7003683208579097,foxnews,2018-10-20
text6429,2,0.7918732144127363,foxnews,2018-10-20
text6448,2,0.49242703601901283,foxnews,2018-10-20
text13887,2,0.5762769292240552,nytimes,2018-10-20
text6370,3,0.6559122555948145,foxnews,2018-10-20
text6492,3,0.4325556686782808,foxnews,2018-10-20
text13801,3,0.3036959766635533,nytimes,2018-10-20
text13831,3,0.3342902956533456,nytimes,2018-10-20
text13859,3,0.6551875749404263,nytimes,2018-10-20
text13820,4,0.198737222981779,nytimes,2018-10-20
text18201,6,0.31409241617573574,thinkprogress,2018-10-20
text6417,11,0.3007190706514474,foxnews,2018-10-20
text6390,12,0.283063127853053,foxnews,2018-10-20
text13866,12,0.3596737092925527,nytimes,2018-10-20
text6353,14,0.5071137287658503,foxnews,2018-10-20
text6384,14,0.5771059660928552,foxnews,2018-10-20
text6420,14,0.6559393540800915,foxnews,2018-10-20
text1180,1,0.5520705830958146,breitbart,2018-10-21
text1197,1,0.494049597246991,breitbart,2018-10-21
text6568,2,0.6461742517217658,foxnews,2018-10-21
text6597,2,0.6784600078773443,foxnews,2018-10-21
text13892,2,0.7706436631150279,nytimes,2018-10-21
text13963,2,0.48866821279302125,nytimes,2018-10-21
text13925,3,0.3405472697353066,nytimes,2018-10-21
text18210,3,0.2639509535188666,thinkprogress,2018-10-21
text6579,6,0.22661347752369387,foxnews,2018-10-21
text13927,7,0.31202607934835236,nytimes,2018-10-21
text1189,8,0.40766729991576867,breitbart,2018-10-21
text1211,9,0.5672327928073768,breitbart,2018-10-21
text1225,9,0.3494640041467898,breitbart,2018-10-21
text1253,9,0.24646318510103096,breitbart,2018-10-21
text6488,9,0.3559589932866622,foxnews,2018-10-21
text6507,9,0.23779671824629414,foxnews,2018-10-21
text6425,11,0.3186211235626391,foxnews,2018-10-21
text6457,11,0.32493670144137626,foxnews,2018-10-21
text13879,11,0.571092250037812,nytimes,2018-10-21
text13891,11,0.26417550195549533,nytimes,2018-10-21
text14063,11,0.5723873582555363,nytimes,2018-10-21
text14126,11,0.25838357842694804,nytimes,2018-10-21
text1235,12,0.20050492619254592,breitbart,2018-10-21
text6438,12,0.4106615067199008,foxnews,2018-10-21
text1231,1,0.6866656377698146,breitbart,2018-10-22
text1313,1,0.4284638437751824,breitbart,2018-10-22
text1328,1,0.5375261426301073,breitbart,2018-10-22
text1271,2,0.3422199811818605,breitbart,2018-10-22
text1300,2,0.46452722523734624,breitbart,2018-10-22
text6517,2,0.9175378231951538,foxnews,2018-10-22
text6584,2,0.8011201070099812,foxnews,2018-10-22
text6626,2,0.646541782863143,foxnews,2018-10-22
text6666,2,0.7000843651438234,foxnews,2018-10-22
text14165,2,0.49984241779550953,nytimes,2018-10-22
text14166,2,0.49984241779550953,nytimes,2018-10-22
text6569,3,0.788476398922245,foxnews,2018-10-22
text14183,3,0.7260402839963237,nytimes,2018-10-22
text19542,4,0.3087110380686674,wallstreetjournal,2018-10-22
text1229,6,0.3080294212654022,breitbart,2018-10-22
text1305,6,0.37478415318303504,breitbart,2018-10-22
text6547,6,0.3888081578112257,foxnews,2018-10-22
text14079,6,0.37474484781151524,nytimes,2018-10-22
text14080,6,0.3792504128525333,nytimes,2018-10-22
text1293,9,0.4833757472648279,breitbart,2018-10-22
text6525,11,0.48305647615116387,foxnews,2018-10-22
text13910,11,0.677665002275622,nytimes,2018-10-22
text13936,11,0.5478377646777179,nytimes,2018-10-22
text14078,11,0.5448023849334467,nytimes,2018-10-22
text1297,12,0.49472762475596277,breitbart,2018-10-22
text6542,12,0.31504968997691185,foxnews,2018-10-22
text6689,12,0.3617619426824438,foxnews,2018-10-22
text13938,12,0.37629211283010283,nytimes,2018-10-22
text14081,12,0.3840186622878371,nytimes,2018-10-22
text14145,12,0.30826721957695846,nytimes,2018-10-22
text14146,12,0.30826721957695846,nytimes,2018-10-22
text1357,1,0.5838245325719017,breitbart,2018-10-23
text6726,2,0.5774057912940195,foxnews,2018-10-23
text6742,2,0.4307312224097536,foxnews,2018-10-23
text14054,2,0.4213488745146286,nytimes,2018-10-23
text14271,2,0.4213488745146286,nytimes,2018-10-23
text6697,3,0.5100728512111947,foxnews,2018-10-23
text14001,3,0.7637730168666985,nytimes,2018-10-23
text15555,3,0.4362823744850939,nytimes,2018-10-23
text14125,4,0.5973093771542255,nytimes,2018-10-23
text14287,6,0.24064791720419954,nytimes,2018-10-23
text14795,6,0.24064791720419954,nytimes,2018-10-23
text14103,7,0.17337475211401887,nytimes,2018-10-23
text6674,8,0.35189068038970206,foxnews,2018-10-23
text14138,8,0.18356986928447697,nytimes,2018-10-23
text14310,8,0.18356986928447697,nytimes,2018-10-23
text14322,8,0.340640572758786,nytimes,2018-10-23
text14323,8,0.340640572758786,nytimes,2018-10-23
text1269,9,0.3247973682529972,breitbart,2018-10-23
text18240,9,0.1940471944627451,thinkprogress,2018-10-23
text1381,10,0.40012522209779444,breitbart,2018-10-23
text1383,12,0.404295658547515,breitbart,2018-10-23
text14036,12,0.5124050288027151,nytimes,2018-10-23
text14242,12,0.520449695296687,nytimes,2018-10-23
text14308,12,0.36323655541865013,nytimes,2018-10-23
text14099,13,0.3048574062574092,nytimes,2018-10-23
text6691,14,0.4421507358017165,foxnews,2018-10-23
text6710,14,0.6884654269312213,foxnews,2018-10-23
text1377,1,0.7038490704539366,breitbart,2018-10-24
text1484,1,0.4534166082222242,breitbart,2018-10-24
text1493,1,0.7018071274979355,breitbart,2018-10-24
text6767,2,0.5082420446007077,foxnews,2018-10-24
text6841,2,0.5878017529654384,foxnews,2018-10-24
text6848,2,0.568188523667579,foxnews,2018-10-24
text6862,2,0.7670193508272464,foxnews,2018-10-24
text6866,2,0.4894871032016233,foxnews,2018-10-24
text6867,2,0.45673365888192646,foxnews,2018-10-24
text14397,2,0.7200723189386509,nytimes,2018-10-24
text14439,2,0.5484279999034153,nytimes,2018-10-24
text6810,3,0.6282149108033468,foxnews,2018-10-24
text14220,3,0.7454652486365182,nytimes,2018-10-24
text14284,3,0.5502317305256459,nytimes,2018-10-24
text14424,3,0.3651518912433847,nytimes,2018-10-24
text6775,4,0.26974529196667585,foxnews,2018-10-24
text6888,6,0.3826603982877093,foxnews,2018-10-24
text14365,6,0.4115594125038687,nytimes,2018-10-24
text18265,6,0.4969300676920184,thinkprogress,2018-10-24
text1410,8,0.8139328418334224,breitbart,2018-10-24
text1504,8,0.24086968576152504,breitbart,2018-10-24
text14331,8,0.1703058631011609,nytimes,2018-10-24
text1445,9,0.40424836051563556,breitbart,2018-10-24
text1463,9,0.5829589632997169,breitbart,2018-10-24
