document,topic,gamma,outlet,date
text8243,2,0.620278308108349,foxnews,2018-11-01
text8279,2,0.7934436600469539,foxnews,2018-11-01
text2090,3,0.2522781835563535,breitbart,2018-11-01
text2116,3,0.2718567687286501,breitbart,2018-11-01
text2117,3,0.3049410603902774,breitbart,2018-11-01
text7996,3,0.5082154868876404,foxnews,2018-11-01
text8000,3,0.8648264696216204,foxnews,2018-11-01
text8203,3,0.3886130258326921,foxnews,2018-11-01
text15129,3,0.41177092916308133,nytimes,2018-11-01
text15201,3,0.2032486516964351,nytimes,2018-11-01
text15213,3,0.7002833611164399,nytimes,2018-11-01
text15227,3,0.6675123415492173,nytimes,2018-11-01
text15319,3,0.7599664210472784,nytimes,2018-11-01
text15340,3,0.4209861436454228,nytimes,2018-11-01
text16196,3,0.6779314531596478,nytimes,2018-11-01
text15255,4,0.2993655680947081,nytimes,2018-11-01
text19980,4,0.7056496230112376,wallstreetjournal,2018-11-01
text7902,5,0.4289118049980543,foxnews,2018-11-01
text8050,5,0.42368498350391387,foxnews,2018-11-01
text8082,5,0.37383880936350594,foxnews,2018-11-01
text8093,5,0.5918304198085459,foxnews,2018-11-01
text15176,5,0.36292915302582457,nytimes,2018-11-01
text15202,5,0.2731221126361136,nytimes,2018-11-01
text15243,5,0.22925877233350483,nytimes,2018-11-01
text2105,6,0.35722131066893786,breitbart,2018-11-01
text2152,6,0.298834193206706,breitbart,2018-11-01
text2216,6,0.4769755370142619,breitbart,2018-11-01
text7952,6,0.4987509646904716,foxnews,2018-11-01
text8297,6,0.3319428820820488,foxnews,2018-11-01
text15322,6,0.3414634095960124,nytimes,2018-11-01
text18391,6,0.2676216958691991,thinkprogress,2018-11-01
text18392,6,0.2490512750788085,thinkprogress,2018-11-01
text2052,9,0.40415421697843057,breitbart,2018-11-01
text2096,9,0.4829701300138245,breitbart,2018-11-01
text8108,9,0.4062367964458066,foxnews,2018-11-01
text15105,9,0.3310736415013737,nytimes,2018-11-01
text18394,9,0.43472548847101167,thinkprogress,2018-11-01
text2178,10,0.22937970261072518,breitbart,2018-11-01
text8065,10,0.3335774642347914,foxnews,2018-11-01
text8233,10,0.2870731410516886,foxnews,2018-11-01
text8263,10,0.5726142055221637,foxnews,2018-11-01
text15099,10,0.21141298428846514,nytimes,2018-11-01
text15221,10,0.27914477951511285,nytimes,2018-11-01
text8072,11,0.3124834375969874,foxnews,2018-11-01
text15159,11,0.4731084424617972,nytimes,2018-11-01
text18398,11,0.373005030541877,thinkprogress,2018-11-01
text2124,12,0.2558228635762607,breitbart,2018-11-01
text7903,12,0.7018864493456516,foxnews,2018-11-01
text8020,12,0.4378136096454542,foxnews,2018-11-01
text8037,12,0.47661209223596135,foxnews,2018-11-01
text15117,12,0.24073336555789762,nytimes,2018-11-01
text15147,12,0.49906221722848276,nytimes,2018-11-01
text15171,12,0.18640804896845767,nytimes,2018-11-01
text15179,12,0.6019759583521574,nytimes,2018-11-01
text15182,12,0.3084189021778952,nytimes,2018-11-01
text15185,12,0.21167892348990483,nytimes,2018-11-01
text8025,13,0.3852413400734341,foxnews,2018-11-01
text15115,13,0.40369749394838733,nytimes,2018-11-01
text7944,14,0.4417217505621939,foxnews,2018-11-01
text8043,14,0.3462870763572235,foxnews,2018-11-01
text8083,14,0.36043071792605424,foxnews,2018-11-01
text15175,14,0.5762493728860155,nytimes,2018-11-01
text2174,1,0.6901384205169049,breitbart,2018-11-02
text2179,1,0.5876035859258478,breitbart,2018-11-02
text2237,1,0.45555627260739234,breitbart,2018-11-02
text15309,1,0.19575615889310843,nytimes,2018-11-02
text18402,1,0.2628829044133164,thinkprogress,2018-11-02
text8156,2,0.7291527260886402,foxnews,2018-11-02
text8161,2,0.5308744631182474,foxnews,2018-11-02
text8187,2,0.5390700320889631,foxnews,2018-11-02
text8309,2,0.4950016795213306,foxnews,2018-11-02
text8319,2,0.36504295148690846,foxnews,2018-11-02
text8342,2,0.7745528205420833,foxnews,2018-11-02
text8346,2,0.5883655514160109,foxnews,2018-11-02
text8373,2,0.4581721565989108,foxnews,2018-11-02
text8387,2,0.6158644255722489,foxnews,2018-11-02
text8399,2,0.7479545419431635,foxnews,2018-11-02
text15388,2,0.681239444997816,nytimes,2018-11-02
text8329,3,0.2971126883570524,foxnews,2018-11-02
text8332,3,0.9010553059878608,foxnews,2018-11-02
text8388,3,0.6901713082947345,foxnews,2018-11-02
text15299,3,0.43457207762956335,nytimes,2018-11-02
text15450,3,0.8895861967303901,nytimes,2018-11-02
text15267,4,0.41348316452551737,nytimes,2018-11-02
text15292,4,0.31917313951731374,nytimes,2018-11-02
text15301,4,0.40895138994910213,nytimes,2018-11-02
text15369,4,0.2272384722425823,nytimes,2018-11-02
text2222,5,0.296289165813065,breitbart,2018-11-02
text8154,5,0.24266842483836737,foxnews,2018-11-02
text8164,5,0.3052178201734797,foxnews,2018-11-02
text8254,5,0.3251491757978224,foxnews,2018-11-02
text8282,5,0.7083302583868356,foxnews,2018-11-02
text15307,5,0.28736606603292164,nytimes,2018-11-02
text15342,5,0.27416530823041635,nytimes,2018-11-02
text20073,5,0.32658786954975716,wallstreetjournal,2018-11-02
text2146,6,0.385041538310293,breitbart,2018-11-02
text2184,6,0.46090568547648103,breitbart,2018-11-02
text8183,6,0.4884027584586099,foxnews,2018-11-02
text8354,6,0.48761763461294805,foxnews,2018-11-02
text18401,6,0.29227121265462136,thinkprogress,2018-11-02
text18414,6,0.33350375227556167,thinkprogress,2018-11-02
text2285,8,0.5883434030189344,breitbart,2018-11-02
text15257,8,0.36018589514037297,nytimes,2018-11-02
text15311,8,0.3948151935124946,nytimes,2018-11-02
text15337,8,0.38141918665064617,nytimes,2018-11-02
text2234,9,0.33434673859142716,breitbart,2018-11-02
text18415,9,0.2817329383932882,thinkprogress,2018-11-02
text2138,10,0.39282324192317586,breitbart,2018-11-02
text2143,10,0.30847297346944685,breitbart,2018-11-02
text2155,10,0.3226206876729396,breitbart,2018-11-02
text2220,10,0.24087697627138668,breitbart,2018-11-02
text2239,10,0.2809650102838251,breitbart,2018-11-02
text8300,10,0.5663962115983683,foxnews,2018-11-02
text15348,10,0.270908620031637,nytimes,2018-11-02
text15249,11,0.47448228054764613,nytimes,2018-11-02
text15287,11,0.4522258193734009,nytimes,2018-11-02
text15314,11,0.7001301944989743,nytimes,2018-11-02
text2169,12,0.19035212599612206,breitbart,2018-11-02
text8151,12,0.3236157052103076,foxnews,2018-11-02
text8242,12,0.4747636787878264,foxnews,2018-11-02
text8245,12,0.4962539526599243,foxnews,2018-11-02
text15242,12,0.48251703159638015,nytimes,2018-11-02
text15248,12,0.40339234847144023,nytimes,2018-11-02
text15278,12,0.2643039982427858,nytimes,2018-11-02
text15290,12,0.5978736435246794,nytimes,2018-11-02
text15296,12,0.4135182306920242,nytimes,2018-11-02
text15297,12,0.6764757572406799,nytimes,2018-11-02
text15324,12,0.3447134797010407,nytimes,2018-11-02
text15379,12,0.31249272790652266,nytimes,2018-11-02
text8133,13,0.526298865748467,foxnews,2018-11-02
text15505,13,0.4277339685652123,nytimes,2018-11-02
text8214,14,0.40971763638763953,foxnews,2018-11-02
text8219,14,0.3430283820081587,foxnews,2018-11-02
text2362,1,0.5132247127527763,breitbart,2018-11-03
text8341,2,0.5623480642497577,foxnews,2018-11-03
text8370,2,0.44264859580608096,foxnews,2018-11-03
text8398,2,0.6645537275902247,foxnews,2018-11-03
text8409,2,0.3336616798594541,foxnews,2018-11-03
text8491,2,0.6426806409301559,foxnews,2018-11-03
text8503,2,0.409632875110975,foxnews,2018-11-03
text8504,2,0.38830232373944246,foxnews,2018-11-03
text15367,2,0.28560995985174964,nytimes,2018-11-03
text15414,2,0.43621688120593566,nytimes,2018-11-03
text15395,3,0.6462322180703794,nytimes,2018-11-03
text15417,3,0.3118886013590024,nytimes,2018-11-03
text15431,3,0.7203139060788946,nytimes,2018-11-03
text2240,4,0.17269106646753674,breitbart,2018-11-03
text8378,4,0.21545763117091404,foxnews,2018-11-03
text15345,4,0.24475231077096327,nytimes,2018-11-03
text8314,5,0.7667726963618829,foxnews,2018-11-03
text8441,5,0.49731200300672196,foxnews,2018-11-03
text15382,5,0.3502307100899839,nytimes,2018-11-03
text8324,6,0.45628815787267146,foxnews,2018-11-03
text8460,6,0.31988934441684935,foxnews,2018-11-03
text18419,6,0.4488914130555108,thinkprogress,2018-11-03
text8363,7,0.2733786016644107,foxnews,2018-11-03
text15413,8,0.3459279763575674,nytimes,2018-11-03
text2248,9,0.5293752740208287,breitbart,2018-11-03
text2281,9,0.5429759757236012,breitbart,2018-11-03
text15356,9,0.36645570399852323,nytimes,2018-11-03
text15400,9,0.47437793184944255,nytimes,2018-11-03
text15408,9,0.36645570399852323,nytimes,2018-11-03
text2338,10,0.34040835355000437,breitbart,2018-11-03
text8350,10,0.3936523087754837,foxnews,2018-11-03
text8411,10,0.6245962328273219,foxnews,2018-11-03
text15341,11,0.672149564968437,nytimes,2018-11-03
text2353,12,0.2706512080061719,breitbart,2018-11-03
text8413,12,0.26280563665992335,foxnews,2018-11-03
text8421,12,0.27719330635448536,foxnews,2018-11-03
text15375,12,0.2937410342795637,nytimes,2018-11-03
text15385,12,0.31802640214188777,nytimes,2018-11-03
text15404,12,0.2793440067354425,nytimes,2018-11-03
text2313,1,0.7343294779563933,breitbart,2018-11-04
text2347,1,0.6182041458183546,breitbart,2018-11-04
text2355,1,0.7565537863090687,breitbart,2018-11-04
text2368,1,0.8610415665491428,breitbart,2018-11-04
text2328,2,0.302296876003078,breitbart,2018-11-04
text8424,2,0.43647591323596185,foxnews,2018-11-04
text8579,2,0.7558101869164668,foxnews,2018-11-04
text20088,2,0.2440652024086934,wallstreetjournal,2018-11-04
text8453,3,0.3714385762855339,foxnews,2018-11-04
text8575,3,0.39376731224512507,foxnews,2018-11-04
text8434,5,0.3322371604679007,foxnews,2018-11-04
text8502,6,0.346195097966184,foxnews,2018-11-04
text15432,6,0.3524479660888633,nytimes,2018-11-04
text15435,6,0.36190356695770176,nytimes,2018-11-04
text15524,6,0.28227770924259016,nytimes,2018-11-04
text15438,8,0.297539699805056,nytimes,2018-11-04
text2339,10,0.34068728165927986,breitbart,2018-11-04
text2418,10,0.3272899551950854,breitbart,2018-11-04
text8480,10,0.4585286139853506,foxnews,2018-11-04
text8483,11,0.4296106346981107,foxnews,2018-11-04
text8634,11,0.37456354128224834,foxnews,2018-11-04
text15560,11,0.4517941817379044,nytimes,2018-11-04
text2373,12,0.26009536930588895,breitbart,2018-11-04
text2379,12,0.2614120629314051,breitbart,2018-11-04
text2441,12,0.24252569187656864,breitbart,2018-11-04
text8426,12,0.2667613261164112,foxnews,2018-11-04
text8454,12,0.41175288210636546,foxnews,2018-11-04
text15424,12,0.5295664351843637,nytimes,2018-11-04
text15428,12,0.3018475311202427,nytimes,2018-11-04
text15447,12,0.35366797433171143,nytimes,2018-11-04
text15462,12,0.5142443451217651,nytimes,2018-11-04
text15526,12,0.23842222431843554,nytimes,2018-11-04
text8485,13,0.22845958419832957,foxnews,2018-11-04
text15433,13,0.19959935046186952,nytimes,2018-11-04
text8544,14,0.3985527133919837,foxnews,2018-11-04
text2381,1,0.751682014018266,breitbart,2018-11-05
text2409,1,0.8153937467715734,breitbart,2018-11-05
text2433,1,0.7334840253284501,breitbart,2018-11-05
text2491,1,0.7172927875500685,breitbart,2018-11-05
text2572,1,0.3805146399751086,breitbart,2018-11-05
text8512,2,0.7511823051168617,foxnews,2018-11-05
text8516,2,0.7379387550899842,foxnews,2018-11-05
text8522,2,0.8764843305114011,foxnews,2018-11-05
text8539,2,0.5799612718945941,foxnews,2018-11-05
text8549,2,0.5114153362302535,foxnews,2018-11-05
text8677,2,0.3808433613762502,foxnews,2018-11-05
text8572,3,0.3773914083828354,foxnews,2018-11-05
text8582,3,0.6786326849587152,foxnews,2018-11-05
text8625,3,0.7514661791139868,foxnews,2018-11-05
text8658,3,0.20635754285012156,foxnews,2018-11-05
text15574,3,0.4203110117336365,nytimes,2018-11-05
text15631,3,0.29487681408743455,nytimes,2018-11-05
text2421,4,0.2143222066036781,breitbart,2018-11-05
text15519,4,0.2661623299532514,nytimes,2018-11-05
text15522,4,0.18792671619871662,nytimes,2018-11-05
text2448,5,0.6721893873166748,breitbart,2018-11-05
text2401,6,0.3187878082274716,breitbart,2018-11-05
text2486,6,0.2636390237057881,breitbart,2018-11-05
text8541,6,0.44087773176603223,foxnews,2018-11-05
text8605,6,0.46284348653991797,foxnews,2018-11-05
text15577,6,0.3624801294666837,nytimes,2018-11-05
text18445,6,0.31642896792137576,thinkprogress,2018-11-05
text15639,8,0.2991967187911857,nytimes,2018-11-05
text2451,9,0.30499742423696485,breitbart,2018-11-05
text9385,9,0.4410686794802796,foxnews,2018-11-05
text20112,9,0.4338634469190974,wallstreetjournal,2018-11-05
text2460,10,0.4712554203666636,breitbart,2018-11-05
text2472,11,0.38882613710980185,breitbart,2018-11-05
text2399,12,0.21323237291483627,breitbart,2018-11-05
text2428,12,0.42603454946373026,breitbart,2018-11-05
text8525,12,0.5997816306636451,foxnews,2018-11-05
text8534,12,0.20752187367181674,foxnews,2018-11-05
text8644,12,0.20752187367181674,foxnews,2018-11-05
text8733,12,0.30558995475132417,foxnews,2018-11-05
text8803,12,0.3501980113733711,foxnews,2018-11-05
text15517,12,0.34502543653942924,nytimes,2018-11-05
text15531,12,0.3316581935842251,nytimes,2018-11-05
text15548,12,0.19834354402284624,nytimes,2018-11-05
text15634,12,0.30984342108950813,nytimes,2018-11-05
text18438,12,0.24276900281911207,thinkprogress,2018-11-05
text18450,12,0.8483824897313277,thinkprogress,2018-11-05
text2542,1,0.6033012161982367,breitbart,2018-11-06
text2505,2,0.6574782909258844,breitbart,2018-11-06
text8699,2,0.5623626904859019,foxnews,2018-11-06
text8794,2,0.3022371259991783,foxnews,2018-11-06
text8778,3,0.48738262998170323,foxnews,2018-11-06
text15630,3,0.5256440590667094,nytimes,2018-11-06
text15714,3,0.29075350870301336,nytimes,2018-11-06
text15779,3,0.43121645770496575,nytimes,2018-11-06
text16327,3,0.5135482690237985,nytimes,2018-11-06
text8968,4,0.186152868688985,foxnews,2018-11-06
text15632,4,0.39274705747329125,nytimes,2018-11-06
text8726,5,0.2892472351228776,foxnews,2018-11-06
text2559,6,0.5069291812500897,breitbart,2018-11-06
text15785,6,0.593678216482637,nytimes,2018-11-06
text2672,8,0.33352301717063465,breitbart,2018-11-06
text8884,8,0.6308589323028959,foxnews,2018-11-06
text15674,8,0.20978373071487091,nytimes,2018-11-06
text15678,8,0.5440320303654484,nytimes,2018-11-06
text18495,8,0.3729998307184305,thinkprogress,2018-11-06
text2502,9,0.30833945961768316,breitbart,2018-11-06
text2506,9,0.3446686776501263,breitbart,2018-11-06
text8815,9,0.5036056588657629,foxnews,2018-11-06
text8987,9,0.2894147006303096,foxnews,2018-11-06
text8673,10,0.2581098203231578,foxnews,2018-11-06
text8802,10,0.5700710039186757,foxnews,2018-11-06
text15636,10,0.30984114009239394,nytimes,2018-11-06
text15637,10,0.41968249605616087,nytimes,2018-11-06
text15647,10,0.3093631447215948,nytimes,2018-11-06
text18453,10,0.47001287045029116,thinkprogress,2018-11-06
text8669,11,0.3814898752739137,foxnews,2018-11-06
text8776,11,0.7203196566860026,foxnews,2018-11-06
text15619,11,0.346763698570263,nytimes,2018-11-06
text2581,12,0.2725705404889343,breitbart,2018-11-06
text2591,12,0.6143847644302364,breitbart,2018-11-06
text8747,12,0.3642294084130136,foxnews,2018-11-06
text8789,12,0.3401361466536528,foxnews,2018-11-06
text8952,12,0.33769250423824104,foxnews,2018-11-06
text15692,12,0.5766527551126472,nytimes,2018-11-06
text15752,12,0.5149150056651024,nytimes,2018-11-06
text15775,12,0.7085137377812114,nytimes,2018-11-06
text15796,12,0.5658828407322759,nytimes,2018-11-06
text15803,12,0.5111797792733433,nytimes,2018-11-06
text18452,12,0.34319410231268566,thinkprogress,2018-11-06
text18463,12,0.488008198702263,thinkprogress,2018-11-06
text20188,12,0.3399377675044307,wallstreetjournal,2018-11-06
text15582,13,0.43701248526154723,nytimes,2018-11-06
text15614,13,0.2282607292478495,nytimes,2018-11-06
text2504,14,0.3732117166085851,breitbart,2018-11-06
text15743,14,0.2668211294807544,nytimes,2018-11-06
text2623,1,0.4320184211577252,breitbart,2018-11-07
text2663,1,0.5311951286219976,breitbart,2018-11-07
text2743,1,0.5536092588829253,breitbart,2018-11-07
text15736,1,0.3255607626340397,nytimes,2018-11-07
text8838,2,0.38588219578319904,foxnews,2018-11-07
text8896,2,0.5620221930225459,foxnews,2018-11-07
text8959,2,0.4486471571714876,foxnews,2018-11-07
text8823,3,0.4865191759896151,foxnews,2018-11-07
text8960,3,0.2992561111762552,foxnews,2018-11-07
text9073,3,0.6814533832541715,foxnews,2018-11-07
text16905,3,0.44124413729677703,nytimes,2018-11-07
text15768,4,0.5129259023906695,nytimes,2018-11-07
text15902,4,0.29619729592958005,nytimes,2018-11-07
text16208,4,0.37084586331401004,nytimes,2018-11-07
text2633,6,0.2972283600138157,breitbart,2018-11-07
text8883,8,0.6146079445646949,foxnews,2018-11-07
text8994,8,0.3345149330895241,foxnews,2018-11-07
text15698,11,0.35286810012612546,nytimes,2018-11-07
text15777,11,0.29197532007148563,nytimes,2018-11-07
text15921,11,0.5435812416016722,nytimes,2018-11-07
text8882,12,0.5084653541842822,foxnews,2018-11-07
text8927,12,0.5009142691164925,foxnews,2018-11-07
text15695,12,0.37140712445589796,nytimes,2018-11-07
text15704,12,0.6016068516164408,nytimes,2018-11-07
text15706,12,0.5782620510743823,nytimes,2018-11-07
text15708,12,0.5826073195861704,nytimes,2018-11-07
